,source,target_00,target_01,target_02,target_03,target_04,target_avg,prediction_gpt3_CFSLH-B_hum_eval,prediction_mbart_info_src_sh,prediction_gpt3_FSLH_hum_eval,prediction_mbart_src_info_sh,prediction_gpt3_0SLH_hum_eval,prediction_gpt3_CFSLH_hum_eval,prediction_mbart_unsupervised,diff_target_00,diff_target_01,diff_target_02,diff_target_03,diff_target_04,diff_target_avg,diff_prediction_gpt3_CFSLH-B_hum_eval,diff_prediction_mbart_info_src_sh,diff_prediction_gpt3_FSLH_hum_eval,diff_prediction_mbart_src_info_sh,diff_prediction_gpt3_0SLH_hum_eval,diff_prediction_gpt3_CFSLH_hum_eval,diff_prediction_mbart_unsupervised,target_05,target_06,target_07,target_08,target_09,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,diff_target_05,diff_target_06,diff_target_07,diff_target_08,diff_target_09,diff_target_10,diff_target_11,diff_target_12,diff_target_13,diff_target_14,diff_target_15,diff_target_16,diff_target_17,diff_target_18,diff_target_19,diff_target_20,diff_target_21
0,0.07553469389677048,-0.3300963044166565,-0.3300963044166565,0.31679484248161316,0.23991911113262177,-0.004621466621756554,-0.021620024368166922,0.19056330621242523,-0.02303135395050049,0.633610188961029,0.13338308036327362,0.09224186092615128,0.27401280403137207,0.0657615140080452,-0.40563099831342697,-0.40563099831342697,0.24126014858484268,0.1643844172358513,-0.08015616051852703,-0.0971547182649374,0.11502861231565475,-0.09856604784727097,0.5580754950642586,0.05784838646650314,0.0167071670293808,0.1984781101346016,-0.00977317988872528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.08729666471481323,-0.31947118043899536,-0.3300066888332367,-0.3140791058540344,-0.21454231441020966,-0.27281495928764343,0.004708931866017255,-0.1621607393026352,-0.03401947394013405,-0.06801263242959976,-0.14122411608695984,-0.2564516067504883,-0.17914323508739471,-0.26466822624206543,-0.23217451572418213,-0.24271002411842346,-0.2267824411392212,-0.12724564969539642,-0.1855182945728302,0.09200559658083049,-0.07486407458782196,0.053277190774679184,0.01928403228521347,-0.053927451372146606,-0.16915494203567505,-0.09184657037258148,-0.1773715615272522,0.24637611210346222,-0.06133827567100525,-0.17560282349586487,-0.46795839071273804,-0.11175831407308578,0.14585354924201965,0.3646029829978943,0.6137694120407104,0.16713251173496246,0.31521400809288025,0.0963573157787323,0.03788340091705322,-0.12304947525262833,-0.11182954162359238,0.07666473090648651,0.2188948541879654,0.32329869270324707,0.33367277681827545,0.025958389043807983,-0.08830615878105164,-0.3806617259979248,-0.024461649358272552,0.23315021395683289,0.4518996477127075,0.7010660767555237,0.2544291764497757,0.4025106728076935,0.18365398049354553,0.12518006563186646,-0.035752810537815094,-0.024532876908779144,0.16396139562129974,0.3061915189027786,0.4105953574180603
2,-0.30345818400382996,-0.34199851751327515,-0.22513829171657562,-0.20797854661941528,0.19699726998806,0.49986928701400757,-0.08405434340238571,0.11857175081968307,-0.2069486826658249,-0.2027146816253662,-0.27356529235839844,0.3415878415107727,0.11805758625268936,-0.33995890617370605,-0.03854033350944519,0.07831989228725433,0.09547963738441467,0.50045545399189,0.8033274710178375,0.21940384060144424,0.42202993482351303,0.09650950133800507,0.10074350237846375,0.02989289164543152,0.6450460255146027,0.4215157702565193,-0.0365007221698761,-0.2141164094209671,-0.2990807890892029,-0.32024049758911133,0.2394409030675888,0.19828815758228302,-0.32631638646125793,-0.20837830007076263,,,,,,,,,,,0.08934177458286285,0.004377394914627075,-0.016782313585281372,0.5428990870714188,0.501746341586113,-0.02285820245742798,0.09507988393306732,,,,,,,,,,
3,-0.11578579992055893,-0.11022251099348068,,,,,-0.11022251099348068,-0.23113448917865753,-0.06133827567100525,-0.05623079836368561,-0.03487975895404816,0.0407114177942276,-0.08966056257486343,-0.23810675740242004,0.005563288927078247,,,,,0.005563288927078247,-0.1153486892580986,0.05444752424955368,0.05955500155687332,0.08090604096651077,0.15649721771478653,0.026125237345695496,-0.12232095748186111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.13664625585079193,-0.2685181200504303,,,,,-0.2685181200504303,0.0031464658677577972,-0.0370415635406971,-0.18380655348300934,-0.1737487018108368,-0.2252691239118576,-0.22319400310516357,-0.03546346351504326,-0.13187186419963837,,,,,-0.13187186419963837,0.13979272171854973,0.09960469231009483,-0.04716029763221741,-0.03710244596004486,-0.08862286806106567,-0.08654774725437164,0.10118279233574867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.31278687715530396,0.053868286311626434,-0.1995217353105545,-0.32285618782043457,-0.07443926483392715,0.06479068845510483,-0.12024018044273059,-0.16279646754264832,-0.3030449151992798,-0.30583012104034424,-0.038426123559474945,-0.32083094120025635,-0.3628452718257904,-0.33807694911956787,0.3666551634669304,0.11326514184474945,-0.010069310665130615,0.2383476123213768,0.3775775656104088,0.19254669671257335,0.14999040961265564,0.00974196195602417,0.006956756114959717,0.274360753595829,-0.008044064044952393,-0.05005839467048645,-0.025290071964263916,-0.24328286945819855,,,,,,,,,,,,,,,,,0.06950400769710541,,,,,,,,,,,,,,,,
6,0.015601910650730133,0.13271307945251465,-0.3860677480697632,-0.5907225012779236,0.57658451795578,,-0.06687316298484802,0.0033918842673301697,-0.07122419029474258,-0.004289846867322922,-0.08653946965932846,0.007780410349369049,-0.26227447390556335,-0.07846459001302719,0.11711116880178452,-0.4016696587204933,-0.6063244119286537,0.5609826073050499,,-0.08247507363557816,-0.012210026383399963,-0.08682610094547272,-0.019891757518053055,-0.1021413803100586,-0.007821500301361084,-0.2778763845562935,-0.09406650066375732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.017542075365781784,-0.2685181200504303,,,,,-0.2685181200504303,-0.24715180695056915,-0.06133827567100525,-0.16526095569133759,0.20188458263874054,-0.23766662180423737,-0.3000962734222412,-0.067170649766922,-0.2860601954162121,,,,,-0.2860601954162121,-0.26469388231635094,-0.07888035103678703,-0.18280303105711937,0.18434250727295876,-0.25520869717001915,-0.317638348788023,-0.08471272513270378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-0.31272992491722107,0.13271307945251465,-0.3860677480697632,-0.5907225012779236,0.57658451795578,,-0.06687316298484802,0.16298115253448486,-0.08928456902503967,-0.26751503348350525,-0.31272992491722107,-0.14749057590961456,-0.32770729064941406,-0.31272992491722107,0.4454430043697357,-0.07333782315254211,-0.2779925763607025,0.8893144428730011,,0.24585676193237305,0.47571107745170593,0.2234453558921814,0.04521489143371582,0.0,0.1652393490076065,-0.014977365732192993,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.20576173067092896,-0.31947118043899536,-0.3300066888332367,-0.3140791058540344,-0.21454231441020966,-0.27281495928764343,0.004708931866017255,0.3578481674194336,0.3323444128036499,0.05596045404672623,0.2588406205177307,0.07398011535406113,0.08345051109790802,0.18345503509044647,-0.5252329111099243,-0.5357684195041656,-0.5198408365249634,-0.4203040450811386,-0.4785766899585724,-0.2010527988049117,0.15208643674850464,0.12658268213272095,-0.14980127662420273,0.05307888984680176,-0.13178161531686783,-0.12231121957302094,-0.022306695580482483,0.24637611210346222,-0.06133827567100525,-0.17560282349586487,-0.46795839071273804,-0.11175831407308578,0.14585354924201965,0.3646029829978943,0.6137694120407104,0.16713251173496246,0.31521400809288025,0.0963573157787323,0.03788340091705322,-0.12304947525262833,-0.11182954162359238,0.07666473090648651,0.2188948541879654,0.32329869270324707,0.040614381432533264,-0.2671000063419342,-0.3813645541667938,-0.673720121383667,-0.31752004474401474,-0.0599081814289093,0.15884125232696533,0.4080076813697815,-0.03862921893596649,0.1094522774219513,-0.10940441489219666,-0.16787832975387573,-0.3288112059235573,-0.31759127229452133,-0.12909699976444244,0.013133123517036438,0.11753696203231812
10,-0.49355554580688477,-0.3300963044166565,-0.3300963044166565,0.31679484248161316,0.23991911113262177,-0.004621466621756554,-0.021620024368166922,-0.386962890625,-0.20735447108745575,-0.45205914974212646,-0.4674553871154785,0.2822684943675995,-0.4455670714378357,-0.4816027283668518,0.16345924139022827,0.16345924139022827,0.8103503882884979,0.7334746569395065,0.4889340791851282,0.47193552143871786,0.10659265518188477,0.286201074719429,0.0414963960647583,0.02610015869140625,0.7758240401744843,0.04798847436904907,0.011952817440032959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
